transaction_id,po_number,company_code,purchasing_org,purchasing_group,document_type,date,vendor_number,supplier_id,supplier_name,plant_code,site,storage_location,material_number,category,description,quantity,unit_price,total_amount,currency,on_contract,planned_lead_days,planned_delivery_date,actual_gr_date,gr_document_number,delivery_status,days_late
TX-02331,PO-44698,CA01,PO01,PG4,NB,2024-12-18,100038,S038,Prairie Packaging,NX60,Rocanville,SL04,MAT-10047,Packaging,Corrugated box,48.7,1300.27,63323.15,CAD,1,5,2024-12-23,2024-12-23,GR5001177,On Time,0
TX-00036,PO-20561,CA01,PO01,PG4,NB,2023-06-08,100025,S025,Direct Safety,NX60,Rocanville,SL04,MAT-10010,Safety,Hearing protection,36.0,120.4,4334.4,CAD,0,7,2023-06-15,2023-06-15,GR5001178,On Time,0
TX-02097,PO-74563,CA01,PO01,PG1,NB,2024-05-08,100005,S005,Motion Industries,NX10,Allan,SL01,MAT-10035,MRO,Conveyor belt,12.27,2857.39,35060.18,CAD,1,6,2024-05-14,2024-05-14,GR5001179,On Time,0
TX-00840,PO-74987,CA01,PO01,PG4,NB,2024-10-05,100038,S038,Prairie Packaging,NX50,Redwater,SL04,MAT-10013,Packaging,Pallet wrap,7.1,291.81,2071.85,CAD,1,5,2024-10-10,2024-10-17,GR5001180,Late,7
TX-00553,PO-54560,CA01,PO01,PG1,NB,2025-04-13,100003,S003,Grainger Canada,NX10,Allan,SL01,MAT-10016,MRO,Filter element,10.62,2535.91,26931.36,CAD,1,3,2025-04-16,2025-04-16,GR5001181,On Time,0
TX-01178,PO-80663,CA01,PO01,PG3,NB,2025-02-03,100030,S030,DuPont Canada,NX10,Allan,SL03,MAT-10032,Agri-Chemicals,Anhydrous ammonia,19.42,2968.49,57648.08,CAD,1,7,2025-02-10,2025-02-10,GR5001182,On Time,0
TX-00464,PO-31679,CA01,PO01,PG1,NB,2023-11-18,100001,S001,Prairie Industrial Supply,NX70,Aurora,SL01,MAT-10006,MRO,Gear oil,10.61,2138.34,22687.79,CAD,1,7,2023-11-25,2023-11-25,GR5001183,On Time,0
TX-00584,PO-80735,CA01,PO01,PG3,NB,2025-12-08,100040,S040,Generic Supplies Inc,NX60,Rocanville,SL03,MAT-10037,Agri-Chemicals,Potassium chloride,13.16,5096.86,67074.68,CAD,0,15,2025-12-23,2025-12-26,GR5001184,Late,3
TX-01400,PO-19801,CA01,PO01,PG2,NB,2025-01-02,100034,S034,ABB Canada,NX70,Aurora,SL02,MAT-10009,Instrumentation,Level sensor,2.29,21979.62,50333.33,CAD,1,12,2025-01-14,2025-01-11,GR5001185,On Time,0
TX-01314,PO-34368,CA01,PO01,PG2,NB,2023-08-23,100006,S006,HD Supply,NX20,Vanscoy,SL02,MAT-10033,Electrical,Transformer,4.42,4975.68,21992.51,CAD,1,10,2023-09-02,2023-09-02,GR5001186,On Time,0
TX-01502,PO-53389,CA01,PO01,PG3,NB,2024-01-20,100007,S007,Brenntag Canada,NX30,Cory,SL03,MAT-10011,Chemicals,Scale inhibitor,4.79,1851.1,8866.77,CAD,1,8,2024-01-28,2024-01-28,GR5001187,On Time,0
TX-00530,PO-88558,CA01,PO01,PG1,NB,2023-04-25,100005,S005,Motion Industries,NX10,Allan,SL01,MAT-10012,MRO,Coupling set,4.16,4154.89,17284.34,CAD,1,6,2023-05-01,2023-05-01,GR5001188,On Time,0
TX-01964,PO-81068,CA01,PO01,PG4,NB,2025-08-08,100024,S024,Northern Safety,NX10,Allan,SL04,MAT-10020,Safety,Safety harness,45.4,371.9,16884.26,CAD,1,2,2025-08-10,2025-08-10,GR5001189,On Time,0
TX-01259,PO-84304,CA01,PO01,PG1,NB,2025-03-04,100040,S040,Generic Supplies Inc,NX50,Redwater,SL01,MAT-10001,MRO,Valve repair parts,5.54,5036.23,27900.71,CAD,0,15,2025-03-19,2025-03-19,GR5001190,On Time,0
TX-01409,PO-54974,CA01,PO01,PG5,UB,2023-08-30,100016,S016,Nutrien Logistics,NX60,Rocanville,SL05,MAT-10022,Logistics,Outbound freight,18.05,8701.08,157054.49,CAD,0,2,2023-09-01,2023-09-01,GR5001191,On Time,0
TX-01284,PO-78572,CA01,PO01,PG3,NB,2025-04-20,100030,S030,DuPont Canada,NX60,Rocanville,SL03,MAT-10037,Agri-Chemicals,Potassium chloride,7.68,6694.21,51411.53,CAD,1,7,2025-04-27,2025-04-27,GR5001192,On Time,0
TX-00249,PO-14222,CA01,PO01,PG2,NB,2024-01-22,100034,S034,ABB Canada,NX30,Cory,SL02,MAT-10023,Electrical,Motor starter,18.81,10930.35,205599.88,CAD,1,12,2024-02-03,2024-02-03,GR5001193,On Time,0
TX-00626,PO-66925,CA01,PO01,PG2,NB,2025-02-20,100031,S031,Precision Instruments,NX70,Aurora,SL02,MAT-10009,Instrumentation,Level sensor,2.49,3191.18,7946.04,CAD,0,14,2025-03-06,2025-03-06,GR5001194,On Time,0
TX-00150,PO-67377,CA01,PO01,PG3,NB,2023-06-22,100009,S009,Chemtrade Logistics,NX70,Aurora,SL03,MAT-10031,Chemicals,Hydrochloric acid,10.59,2732.66,28938.87,CAD,1,5,2023-06-27,2023-07-03,GR5001195,Late,6
TX-00528,PO-87436,CA01,PO01,PG4,NB,2024-11-07,100025,S025,Direct Safety,NX50,Redwater,SL04,MAT-10049,Safety,Safety glasses,36.3,226.02,8204.53,CAD,0,7,2024-11-14,2024-11-15,GR5001196,Late,1
TX-02114,PO-82127,CA01,PO01,PG5,UB,2024-11-28,100017,S017,Canadian Freightways,NX30,Cory,SL05,MAT-10039,Logistics,Flatbed transport,7.76,6630.48,51452.52,CAD,1,3,2024-12-01,2024-12-01,GR5001197,On Time,0
TX-00454,PO-48085,CA01,PO01,PG4,NB,2024-06-24,100025,S025,Direct Safety,NX30,Cory,SL04,MAT-10048,Safety,Hard hat,23.7,63.27,1499.5,CAD,0,7,2024-07-01,2024-07-01,GR5001198,On Time,0
TX-02064,PO-86108,CA01,PO01,PG5,UB,2025-12-28,100016,S016,Nutrien Logistics,NX10,Allan,SL05,MAT-10038,Logistics,Rail freight,19.04,1501.89,28595.99,CAD,0,2,2025-12-30,2025-12-30,GR5001199,On Time,0
TX-01533,PO-21895,CA01,PO01,PG2,NB,2025-10-28,100032,S032,Endress+Hauser,NX30,Cory,SL02,MAT-10009,Instrumentation,Level sensor,11.48,18963.6,217702.13,CAD,1,21,2025-11-18,2025-11-18,GR5001200,On Time,0
TX-00677,PO-65974,CA01,PO01,PG1,NB,2025-12-19,100001,S001,Prairie Industrial Supply,NX40,Patience Lake,SL01,MAT-10016,MRO,Filter element,19.76,2202.3,43517.45,CAD,1,7,2025-12-26,2025-12-26,GR5001201,On Time,0
TX-02131,PO-59584,CA01,PO01,PG5,UB,2024-06-28,100036,S036,Canpar Courier,NX70,Aurora,SL05,MAT-10039,Logistics,Flatbed transport,2.78,4629.6,12870.29,CAD,1,1,2024-06-29,2024-06-29,GR5001202,On Time,0
TX-02127,PO-78156,CA01,PO01,PG3,NB,2024-03-18,100027,S027,Western Agri-Chem,NX70,Aurora,SL03,MAT-10032,Agri-Chemicals,Anhydrous ammonia,6.88,7567.04,52061.24,CAD,1,8,2024-03-26,2024-03-30,GR5001203,Late,4
TX-01388,PO-90933,CA01,PO01,PG2,NB,2024-10-25,100032,S032,Endress+Hauser,NX70,Aurora,SL02,MAT-10052,Instrumentation,Control valve,12.19,15147.03,184642.3,CAD,1,21,2024-11-15,2024-11-15,GR5001204,On Time,0
TX-00848,PO-69589,CA01,PO01,PG4,NB,2025-04-08,100039,S039,Sealed Air Canada,NX60,Rocanville,SL04,MAT-10013,Packaging,Pallet wrap,49.4,1061.92,52458.85,CAD,1,8,2025-04-16,2025-04-15,GR5001205,On Time,0
TX-01943,PO-75500,CA01,PO01,PG3,NB,2025-04-09,100040,S040,Generic Supplies Inc,NX30,Cory,SL03,MAT-10030,Agri-Chemicals,Micronutrient blend,15.28,4853.6,74163.01,CAD,0,15,2025-04-24,2025-04-24,GR5001206,On Time,0
TX-01513,PO-25760,CA01,PO01,PG5,UB,2025-06-23,100036,S036,Canpar Courier,NX40,Patience Lake,SL05,MAT-10038,Logistics,Rail freight,10.31,6417.24,66161.74,CAD,1,1,2025-06-24,2025-06-24,GR5001207,On Time,0
TX-00806,PO-30454,CA01,PO01,PG3,NB,2025-10-19,100007,S007,Brenntag Canada,NX60,Rocanville,SL03,MAT-10027,Chemicals,Defoamer,15.6,11415.24,178077.74,CAD,1,8,2025-10-27,2025-10-27,GR5001208,On Time,0
TX-02245,PO-80731,CA01,PO01,PG3,NB,2024-01-26,100008,S008,Univar Solutions,NX30,Cory,SL03,MAT-10027,Chemicals,Defoamer,9.05,4820.98,43629.87,CAD,1,9,2024-02-04,2024-02-04,GR5001209,On Time,0
TX-01168,PO-30380,CA01,PO01,PG4,NB,2023-09-19,100039,S039,Sealed Air Canada,NX40,Patience Lake,SL04,MAT-10043,Packaging,Stretch film,13.7,1398.38,19157.81,CAD,1,8,2023-09-27,2023-09-27,GR5001210,On Time,0
TX-01950,PO-72843,CA01,PO01,PG3,NB,2024-12-27,100027,S027,Western Agri-Chem,NX30,Cory,SL03,MAT-10015,Chemicals,Sodium hydroxide 50%,16.6,6978.0,115834.8,CAD,1,8,2025-01-04,2025-01-05,GR5001211,Late,1
TX-01075,PO-67941,CA01,PO01,PG1,NB,2023-11-11,100040,S040,Generic Supplies Inc,NX30,Cory,SL01,MAT-10035,MRO,Conveyor belt,9.37,951.28,8913.49,CAD,0,15,2023-11-26,2023-11-26,GR5001212,On Time,0
TX-00594,PO-14159,CA01,PO01,PG2,NB,2025-10-17,100006,S006,HD Supply,NX30,Cory,SL02,MAT-10033,Electrical,Transformer,19.96,7062.53,140968.1,CAD,1,10,2025-10-27,2025-11-01,GR5001213,Late,5
TX-02312,PO-61758,CA01,PO01,PG3,NB,2023-05-07,100026,S026,Sask Chemical Corp,NX60,Rocanville,SL03,MAT-10030,Agri-Chemicals,Micronutrient blend,5.31,4929.65,26176.44,CAD,1,6,2023-05-13,2023-05-13,GR5001214,On Time,0
TX-00161,PO-26341,CA01,PO01,PG5,UB,2025-09-11,100018,S018,TransWest Shipping,NX20,Vanscoy,SL05,MAT-10039,Logistics,Flatbed transport,17.61,5065.24,89198.88,CAD,0,4,2025-09-15,2025-09-15,GR5001215,On Time,0
TX-01607,PO-17336,CA01,PO01,PG3,NB,2025-12-31,100009,S009,Chemtrade Logistics,NX40,Patience Lake,SL03,MAT-10015,Chemicals,Sodium hydroxide 50%,17.09,6822.57,116597.72,CAD,1,5,2026-01-05,2026-01-05,GR5001216,On Time,0
TX-00614,PO-20215,CA01,PO01,PG1,NB,2025-12-19,100005,S005,Motion Industries,NX30,Cory,SL01,MAT-10016,MRO,Filter element,1.77,363.23,642.92,CAD,1,6,2025-12-25,2025-12-25,GR5001217,On Time,0
TX-01248,PO-89309,CA01,PO01,PG4,NB,2023-04-25,100025,S025,Direct Safety,NX40,Patience Lake,SL04,MAT-10010,Safety,Hearing protection,11.7,101.67,1189.54,CAD,0,7,2023-05-02,2023-05-02,GR5001218,On Time,0
TX-02123,PO-50579,CA01,PO01,PG4,NB,2024-11-07,100038,S038,Prairie Packaging,NX10,Allan,SL04,MAT-10045,Packaging,Label stock,28.7,645.26,18518.96,CAD,1,5,2024-11-12,2024-11-12,GR5001219,On Time,0
TX-00847,PO-94388,CA01,PO01,PG4,NB,2025-10-19,100025,S025,Direct Safety,NX70,Aurora,SL04,MAT-10008,Safety,FR coveralls,14.6,326.28,4763.69,CAD,0,7,2025-10-26,2025-10-26,GR5001220,On Time,0
TX-01367,PO-22588,CA01,PO01,PG2,NB,2024-01-11,100034,S034,ABB Canada,NX40,Patience Lake,SL02,MAT-10018,Instrumentation,Temperature probe,8.14,22084.15,179764.98,CAD,1,12,2024-01-23,2024-01-23,GR5001221,On Time,0
TX-00330,PO-58738,CA01,PO01,PG2,NB,2024-07-15,100032,S032,Endress+Hauser,NX50,Redwater,SL02,MAT-10046,Instrumentation,Pressure transmitter,2.77,9970.23,27617.54,CAD,1,21,2024-08-05,2024-08-05,GR5001222,On Time,0
TX-01647,PO-56575,CA01,PO01,PG4,NB,2023-12-01,100024,S024,Northern Safety,NX30,Cory,SL04,MAT-10049,Safety,Safety glasses,21.8,123.01,2681.62,CAD,1,2,2023-12-03,2023-12-03,GR5001223,On Time,0
TX-01517,PO-15756,CA01,PO01,PG1,NB,2023-03-10,100005,S005,Motion Industries,NX30,Cory,SL01,MAT-10012,MRO,Coupling set,13.3,2905.45,38642.49,CAD,1,6,2023-03-16,2023-03-16,GR5001224,On Time,0
TX-01243,PO-71573,CA01,PO01,PG5,UB,2023-06-07,100016,S016,Nutrien Logistics,NX10,Allan,SL05,MAT-10022,Logistics,Outbound freight,1.24,7467.95,9260.26,CAD,0,2,2023-06-09,2023-06-09,GR5001225,On Time,0
TX-01651,PO-37568,CA01,PO01,PG4,NB,2025-01-03,100024,S024,Northern Safety,NX60,Rocanville,SL04,MAT-10049,Safety,Safety glasses,37.7,140.41,5293.46,CAD,1,2,2025-01-05,2025-01-05,GR5001226,On Time,0
TX-01983,PO-96288,CA01,PO01,PG1,NB,2024-05-31,100001,S001,Prairie Industrial Supply,NX50,Redwater,SL01,MAT-10006,MRO,Gear oil,8.4,3665.71,30791.96,CAD,1,7,2024-06-07,2024-06-07,GR5001227,On Time,0
TX-02093,PO-93765,CA01,PO01,PG2,NB,2023-05-07,100034,S034,ABB Canada,NX60,Rocanville,SL02,MAT-10050,Electrical,Junction box,13.8,5230.95,72187.11,CAD,1,12,2023-05-19,2023-05-19,GR5001228,On Time,0
TX-01850,PO-19974,CA01,PO01,PG1,NB,2024-01-26,100003,S003,Grainger Canada,NX10,Allan,SL01,MAT-10026,MRO,Hose assembly,19.45,3351.22,65181.23,CAD,1,3,2024-01-29,2024-01-29,GR5001229,On Time,0
TX-00955,PO-68009,CA01,PO01,PG4,NB,2025-11-23,100039,S039,Sealed Air Canada,NX60,Rocanville,SL04,MAT-10034,Packaging,Bulk bags,39.9,774.61,30906.94,CAD,1,8,2025-12-01,2025-12-01,GR5001230,On Time,0
TX-01216,PO-82204,CA01,PO01,PG3,NB,2025-02-21,100028,S028,BioAgra Solutions,NX70,Aurora,SL03,MAT-10007,Chemicals,Corrosion inhibitor,18.97,4138.27,78502.98,CAD,0,10,2025-03-03,2025-03-03,GR5001231,On Time,0
TX-02001,PO-18648,CA01,PO01,PG2,NB,2023-11-15,100031,S031,Precision Instruments,NX20,Vanscoy,SL02,MAT-10002,Instrumentation,Flow meter,17.59,23274.93,409406.02,CAD,0,14,2023-11-29,2023-11-29,GR5001232,On Time,0
TX-02227,PO-93548,CA01,PO01,PG4,NB,2025-02-01,100029,S029,3M Canada,NX70,Aurora,SL04,MAT-10049,Safety,Safety glasses,33.7,155.8,5250.46,CAD,1,5,2025-02-06,2025-02-06,GR5001233,On Time,0
TX-00422,PO-37096,CA01,PO01,PG4,NB,2024-03-14,100038,S038,Prairie Packaging,NX10,Allan,SL04,MAT-10043,Packaging,Stretch film,43.0,1322.97,56887.71,CAD,1,5,2024-03-19,2024-03-19,GR5001234,On Time,0
TX-01787,PO-11399,CA01,PO01,PG3,NB,2023-03-06,100009,S009,Chemtrade Logistics,NX40,Patience Lake,SL03,MAT-10007,Chemicals,Corrosion inhibitor,3.48,11756.39,40912.24,CAD,1,5,2023-03-11,2023-03-15,GR5001235,Late,4
TX-00457,PO-60556,CA01,PO01,PG2,NB,2023-08-22,100035,S035,Rockwell Automation,NX10,Allan,SL02,MAT-10050,Electrical,Junction box,8.61,14442.19,124347.26,CAD,1,14,2023-09-05,2023-09-05,GR5001236,On Time,0
TX-01954,PO-73899,CA01,PO01,PG2,NB,2025-11-24,100033,S033,Siemens Canada,NX50,Redwater,SL02,MAT-10033,Electrical,Transformer,12.13,13276.29,161041.4,CAD,1,10,2025-12-04,2025-12-04,GR5001237,On Time,0
TX-01166,PO-82291,CA01,PO01,PG2,NB,2025-12-19,100034,S034,ABB Canada,NX20,Vanscoy,SL02,MAT-10009,Instrumentation,Level sensor,7.63,14945.71,114035.77,CAD,1,12,2025-12-31,2025-12-31,GR5001238,On Time,0
TX-02002,PO-70987,CA01,PO01,PG2,NB,2025-07-13,100032,S032,Endress+Hauser,NX20,Vanscoy,SL02,MAT-10052,Instrumentation,Control valve,7.41,13260.88,98263.12,CAD,1,21,2025-08-03,2025-08-03,GR5001239,On Time,0
TX-02239,PO-49513,CA01,PO01,PG2,NB,2023-01-28,100034,S034,ABB Canada,NX40,Patience Lake,SL02,MAT-10014,Electrical,Conduit kit,13.55,6939.08,94024.53,CAD,1,12,2023-02-09,2023-02-08,GR5001240,On Time,0
TX-01159,PO-62436,CA01,PO01,PG4,NB,2024-06-06,100038,S038,Prairie Packaging,NX40,Patience Lake,SL04,MAT-10013,Packaging,Pallet wrap,13.8,1327.56,18320.33,CAD,1,5,2024-06-11,2024-06-11,GR5001241,On Time,0
TX-00226,PO-63334,CA01,PO01,PG2,NB,2023-10-09,100006,S006,HD Supply,NX20,Vanscoy,SL02,MAT-10041,Electrical,Cable tray,1.1,8345.22,9179.74,CAD,1,10,2023-10-19,2023-10-19,GR5001242,On Time,0
TX-01858,PO-16198,CA01,PO01,PG1,NB,2025-06-10,100005,S005,Motion Industries,NX50,Redwater,SL01,MAT-10035,MRO,Conveyor belt,11.62,3178.11,36929.64,CAD,1,6,2025-06-16,2025-06-16,GR5001243,On Time,0
TX-02044,PO-84083,CA01,PO01,PG2,NB,2024-02-13,100033,S033,Siemens Canada,NX40,Patience Lake,SL02,MAT-10052,Instrumentation,Control valve,12.95,17241.15,223272.89,CAD,1,10,2024-02-23,2024-02-23,GR5001244,On Time,0
TX-00952,PO-10863,CA01,PO01,PG2,NB,2023-10-10,100035,S035,Rockwell Automation,NX50,Redwater,SL02,MAT-10036,Electrical,Control panel,3.34,3187.98,10647.85,CAD,1,14,2023-10-24,2023-10-29,GR5001245,Late,5
TX-01623,PO-56390,CA01,PO01,PG2,NB,2024-09-13,100034,S034,ABB Canada,NX50,Redwater,SL02,MAT-10025,Instrumentation,Analyzer calibration,8.05,8696.46,70006.5,CAD,1,12,2024-09-25,2024-10-01,GR5001246,Late,6
TX-01905,PO-53908,CA01,PO01,PG4,NB,2024-05-05,100025,S025,Direct Safety,NX30,Cory,SL04,MAT-10004,Safety,First aid kit,28.7,167.9,4818.73,CAD,0,7,2024-05-12,2024-05-12,GR5001247,On Time,0
TX-DUP-002,PO-46771,CA01,PO01,PG3,NB,2025-12-16,100026,S026,Sask Chemical Corp,NX40,Patience Lake,SL03,MAT-10037,Agri-Chemicals,Potassium chloride,5.57,4032.24,22459.58,CAD,1,6,2025-12-22,2025-12-25,GR5001248,Late,3
TX-01297,PO-87763,CA01,PO01,PG2,NB,2023-07-11,100034,S034,ABB Canada,NX20,Vanscoy,SL02,MAT-10033,Electrical,Transformer,1.49,370.76,552.43,CAD,1,12,2023-07-23,2023-07-23,GR5001249,On Time,0
TX-01437,PO-37719,CA01,PO01,PG5,UB,2024-08-18,100018,S018,TransWest Shipping,NX20,Vanscoy,SL05,MAT-10039,Logistics,Flatbed transport,18.68,7939.28,148305.75,CAD,0,4,2024-08-22,2024-08-22,GR5001250,On Time,0
TX-01813,PO-92773,CA01,PO01,PG4,NB,2024-03-19,100029,S029,3M Canada,NX60,Rocanville,SL04,MAT-10008,Safety,FR coveralls,21.4,24.93,533.5,CAD,1,5,2024-03-24,2024-03-24,GR5001251,On Time,0
TX-00078,PO-77449,CA01,PO01,PG3,NB,2024-05-31,100026,S026,Sask Chemical Corp,NX30,Cory,SL03,MAT-10037,Agri-Chemicals,Potassium chloride,7.14,7773.4,55502.08,CAD,1,6,2024-06-06,2024-06-06,GR5001252,On Time,0
TX-00408,PO-52746,CA01,PO01,PG2,NB,2023-05-18,100033,S033,Siemens Canada,NX70,Aurora,SL02,MAT-10052,Instrumentation,Control valve,2.65,14574.56,38622.58,CAD,1,10,2023-05-28,2023-05-28,GR5001253,On Time,0
TX-00964,PO-69394,CA01,PO01,PG2,NB,2023-09-13,100033,S033,Siemens Canada,NX20,Vanscoy,SL02,MAT-10023,Electrical,Motor starter,9.53,8672.04,82644.54,CAD,1,10,2023-09-23,2023-09-23,GR5001254,On Time,0
TX-01952,PO-58662,CA01,PO01,PG5,UB,2023-05-03,100037,S037,Purolator,NX30,Cory,SL05,MAT-10039,Logistics,Flatbed transport,1.47,2140.2,3146.09,CAD,1,1,2023-05-04,2023-05-11,GR5001255,Late,7
TX-00645,PO-39567,CA01,PO01,PG1,NB,2025-03-03,100040,S040,Generic Supplies Inc,NX30,Cory,SL01,MAT-10016,MRO,Filter element,17.92,3977.79,71282.0,CAD,0,15,2025-03-18,2025-03-18,GR5001256,On Time,0
TX-00723,PO-58310,CA01,PO01,PG2,NB,2025-01-21,100034,S034,ABB Canada,NX40,Patience Lake,SL02,MAT-10018,Instrumentation,Temperature probe,1.64,2389.83,3919.32,CAD,1,12,2025-02-02,2025-02-02,GR5001257,On Time,0
TX-00501,PO-69129,CA01,PO01,PG5,UB,2023-05-25,100018,S018,TransWest Shipping,NX40,Patience Lake,SL05,MAT-10040,Logistics,LTL shipment,11.92,2423.89,28892.77,CAD,0,4,2023-05-29,2023-05-29,GR5001258,On Time,0
TX-01704,PO-48824,CA01,PO01,PG3,NB,2024-09-27,100008,S008,Univar Solutions,NX40,Patience Lake,SL03,MAT-10007,Chemicals,Corrosion inhibitor,18.27,8642.56,157899.57,CAD,1,9,2024-10-06,2024-10-06,GR5001259,On Time,0
TX-00048,PO-87607,CA01,PO01,PG1,NB,2025-02-07,100003,S003,Grainger Canada,NX40,Patience Lake,SL01,MAT-10044,MRO,Pump seal kit,8.54,3231.82,27599.74,CAD,1,3,2025-02-10,2025-02-10,GR5001260,On Time,0
TX-00068,PO-87832,CA01,PO01,PG5,UB,2023-06-03,100017,S017,Canadian Freightways,NX10,Allan,SL05,MAT-10038,Logistics,Rail freight,3.97,3563.88,14148.6,CAD,1,3,2023-06-06,2023-06-06,GR5001261,On Time,0
TX-01897,PO-39454,CA01,PO01,PG4,NB,2025-02-04,100029,S029,3M Canada,NX70,Aurora,SL04,MAT-10004,Safety,First aid kit,20.1,250.45,5034.05,CAD,1,5,2025-02-09,2025-02-07,GR5001262,On Time,0
TX-00527,PO-96652,CA01,PO01,PG2,NB,2024-01-18,100032,S032,Endress+Hauser,NX10,Allan,SL02,MAT-10046,Instrumentation,Pressure transmitter,3.99,15647.48,62433.45,CAD,1,21,2024-02-08,2024-02-08,GR5001263,On Time,0
TX-00070,PO-28643,CA01,PO01,PG2,NB,2023-08-24,100032,S032,Endress+Hauser,NX60,Rocanville,SL02,MAT-10009,Instrumentation,Level sensor,11.35,16719.42,189765.42,CAD,1,21,2023-09-14,2023-09-14,GR5001264,On Time,0
TX-01448,PO-79377,CA01,PO01,PG5,UB,2025-06-02,100016,S016,Nutrien Logistics,NX50,Redwater,SL05,MAT-10039,Logistics,Flatbed transport,1.45,1901.14,2756.65,CAD,0,2,2025-06-04,2025-06-04,GR5001265,On Time,0
TX-00712,PO-29231,CA01,PO01,PG3,NB,2024-03-21,100026,S026,Sask Chemical Corp,NX20,Vanscoy,SL03,MAT-10042,Agri-Chemicals,Urea 46-0-0,16.52,7143.19,118005.5,CAD,1,6,2024-03-27,2024-03-27,GR5001266,On Time,0
TX-01451,PO-47917,CA01,PO01,PG3,NB,2025-07-08,100028,S028,BioAgra Solutions,NX30,Cory,SL03,MAT-10011,Chemicals,Scale inhibitor,18.3,8902.35,162913.01,CAD,0,10,2025-07-18,2025-07-18,GR5001267,On Time,0
TX-00413,PO-58816,CA01,PO01,PG4,NB,2024-05-01,100039,S039,Sealed Air Canada,NX70,Aurora,SL04,MAT-10047,Packaging,Corrugated box,3.4,992.42,3374.23,CAD,1,8,2024-05-09,2024-05-09,GR5001268,On Time,0
TX-00860,PO-70412,CA01,PO01,PG3,NB,2024-09-16,100028,S028,BioAgra Solutions,NX20,Vanscoy,SL03,MAT-10015,Chemicals,Sodium hydroxide 50%,3.17,3019.47,9571.72,CAD,0,10,2024-09-26,2024-09-26,GR5001269,On Time,0
TX-02185,PO-98529,CA01,PO01,PG2,NB,2023-01-16,100033,S033,Siemens Canada,NX10,Allan,SL02,MAT-10046,Instrumentation,Pressure transmitter,4.69,16261.0,76264.09,CAD,1,10,2023-01-26,2023-01-30,GR5001270,Late,4
TX-02192,PO-72654,CA01,PO01,PG3,NB,2025-12-08,100028,S028,BioAgra Solutions,NX40,Patience Lake,SL03,MAT-10031,Chemicals,Hydrochloric acid,9.98,1667.04,16637.06,CAD,0,10,2025-12-18,2025-12-18,GR5001271,On Time,0
TX-02319,PO-76377,CA01,PO01,PG1,NB,2024-09-23,100005,S005,Motion Industries,NX60,Rocanville,SL01,MAT-10035,MRO,Conveyor belt,15.59,4343.17,67710.02,CAD,1,6,2024-09-29,2024-09-29,GR5001272,On Time,0
TX-01215,PO-86449,CA01,PO01,PG4,NB,2023-12-28,100029,S029,3M Canada,NX30,Cory,SL04,MAT-10020,Safety,Safety harness,13.5,25.94,350.19,CAD,1,5,2024-01-02,2024-01-02,GR5001273,On Time,0
TX-00918,PO-94825,CA01,PO01,PG3,NB,2024-03-02,100007,S007,Brenntag Canada,NX50,Redwater,SL03,MAT-10027,Chemicals,Defoamer,4.1,9530.32,39074.31,CAD,1,8,2024-03-10,2024-03-10,GR5001274,On Time,0
TX-01849,PO-22744,CA01,PO01,PG1,NB,2024-09-13,100003,S003,Grainger Canada,NX20,Vanscoy,SL01,MAT-10001,MRO,Valve repair parts,9.46,3292.93,31151.12,CAD,1,3,2024-09-16,2024-09-16,GR5001275,On Time,0
TX-00610,PO-33414,CA01,PO01,PG4,NB,2023-07-17,100039,S039,Sealed Air Canada,NX20,Vanscoy,SL04,MAT-10013,Packaging,Pallet wrap,26.6,208.03,5533.6,CAD,1,8,2023-07-25,2023-07-25,GR5001276,On Time,0
TX-01534,PO-34435,CA01,PO01,PG4,NB,2025-08-15,100025,S025,Direct Safety,NX10,Allan,SL04,MAT-10020,Safety,Safety harness,13.8,413.36,5704.37,CAD,0,7,2025-08-22,2025-08-22,GR5001277,On Time,0
TX-01381,PO-23109,CA01,PO01,PG5,UB,2024-02-15,100037,S037,Purolator,NX70,Aurora,SL05,MAT-10038,Logistics,Rail freight,10.05,2675.27,26886.46,CAD,1,1,2024-02-16,2024-02-16,GR5001278,On Time,0
TX-00892,PO-58182,CA01,PO01,PG2,NB,2024-11-01,100032,S032,Endress+Hauser,NX70,Aurora,SL02,MAT-10018,Instrumentation,Temperature probe,16.19,6168.6,99869.63,CAD,1,21,2024-11-22,2024-11-22,GR5001279,On Time,0
TX-01334,PO-69509,CA01,PO01,PG2,NB,2025-12-16,100034,S034,ABB Canada,NX50,Redwater,SL02,MAT-10050,Electrical,Junction box,10.76,4837.71,52053.76,CAD,1,12,2025-12-28,2025-12-28,GR5001280,On Time,0
TX-01687,PO-45665,CA01,PO01,PG3,NB,2023-09-13,100028,S028,BioAgra Solutions,NX50,Redwater,SL03,MAT-10017,Agri-Chemicals,Phosphate blend,11.28,5493.35,61964.99,CAD,0,10,2023-09-23,2023-09-23,GR5001281,On Time,0
TX-01845,PO-38417,CA01,PO01,PG2,NB,2024-04-15,100006,S006,HD Supply,NX20,Vanscoy,SL02,MAT-10050,Electrical,Junction box,11.77,13288.83,156409.53,CAD,1,10,2024-04-25,2024-04-25,GR5001282,On Time,0
TX-00811,PO-21452,CA01,PO01,PG2,NB,2023-06-21,100032,S032,Endress+Hauser,NX20,Vanscoy,SL02,MAT-10025,Instrumentation,Analyzer calibration,11.23,11968.26,134403.56,CAD,1,21,2023-07-12,2023-07-12,GR5001283,On Time,0
