invoice_id,po_number,transaction_id,company_code,fiscal_year,document_type,vendor_number,supplier_id,invoice_date,posting_date,due_date,payment_date,clearing_date,payment_document,amount,currency,status,payment_terms,overdue_days
INV-01534,PO-34435,TX-01534,CA01,2025,RE,100025,S025,2025-08-21,2025-08-23,2025-09-20,2025-09-16,2025-09-16,PAY6378496,5704.37,CAD,Paid,Net 30,0
INV-01381,PO-23109,TX-01381,CA01,2024,RE,100037,S037,2024-02-22,2024-02-24,2024-03-23,2024-03-18,2024-03-18,PAY6377808,26886.46,CAD,Paid,Net 30,0
INV-00892,PO-58182,TX-00892,CA01,2024,RE,100032,S032,2024-11-02,2024-11-03,2025-01-01,2024-12-28,2024-12-28,PAY6587569,99869.63,CAD,Paid,Net 60,0
INV-01334,PO-69509,TX-01334,CA01,2025,RE,100034,S034,2025-12-18,2025-12-19,2026-02-01,,,,52053.76,CAD,Overdue,Net 45,0
INV-01687,PO-45665,TX-01687,CA01,2023,RE,100028,S028,2023-09-20,2023-09-20,2023-11-04,2023-11-03,2023-11-03,PAY6584572,61964.99,CAD,Paid,Net 45,0
INV-01845,PO-38417,TX-01845,CA01,2024,RE,100006,S006,2024-04-19,2024-04-19,2024-06-03,2024-06-01,2024-06-01,PAY6977109,156409.53,CAD,Paid,Net 45,0
INV-00811,PO-21452,TX-00811,CA01,2023,RE,100032,S032,2023-06-26,2023-06-26,2023-08-25,,,,134403.56,CAD,Overdue,Net 60,0
INV-00951,PO-94815,TX-00951,CA01,2025,RE,100034,S034,2025-11-06,2025-11-06,2025-12-21,2025-12-16,2025-12-16,PAY6849363,229885.39,CAD,Paid,Net 45,0
INV-01150,PO-34233,TX-01150,CA01,2023,RE,100030,S030,2023-09-15,2023-09-16,2023-10-15,2023-10-10,2023-10-10,PAY6270233,2550.69,CAD,Paid,Net 30,0
INV-00862,PO-36988,TX-00862,CA01,2023,RE,100039,S039,2023-07-21,2023-07-23,2023-09-04,2023-09-03,2023-09-03,PAY6360857,11047.67,CAD,Paid,Net 45,0
INV-00288,PO-42990,TX-00288,CA01,2025,RE,100036,S036,2025-05-17,2025-05-18,2025-06-16,2025-06-11,2025-06-11,PAY6020798,42679.0,CAD,Paid,Net 30,0
INV-01791,PO-26846,TX-01791,CA01,2024,RE,100026,S026,2024-10-15,2024-10-15,2024-11-14,2024-11-10,2024-11-10,PAY6431762,125206.96,CAD,Paid,Net 30,0
INV-00103,PO-57953,TX-00103,CA01,2025,RE,100009,S009,2025-05-07,2025-05-08,2025-06-06,,,,9896.02,CAD,Overdue,Net 30,0
INV-00015,PO-63264,TX-00015,CA01,2024,RE,100034,S034,2024-05-27,2024-05-29,2024-07-11,2024-07-06,2024-07-06,PAY6127126,74288.79,CAD,Paid,Net 45,0
INV-00983,PO-79193,TX-00983,CA01,2023,RE,100004,S004,2023-02-21,2023-02-23,2023-03-23,2023-03-20,2023-03-20,PAY6368145,6365.32,CAD,Paid,Net 30,0
INV-00582,PO-72410,TX-00582,CA01,2023,RE,100037,S037,2023-12-18,2023-12-19,2024-01-17,2024-01-12,2024-01-12,PAY6909501,8433.99,CAD,Paid,Net 30,0
INV-00935,PO-36389,TX-00935,CA01,2025,RE,100036,S036,2025-08-27,2025-08-28,2025-09-26,2025-09-24,2025-09-24,PAY6712597,5303.78,CAD,Paid,Net 30,0
INV-02257,PO-22770,TX-02257,CA01,2025,RE,100026,S026,2025-05-23,2025-05-24,2025-06-22,,,,74556.25,CAD,Pending,Net 30,0
INV-02237,PO-42594,TX-02237,CA01,2024,RE,100004,S004,2024-12-06,2024-12-06,2025-01-05,,,,56568.04,CAD,Pending,Net 30,0
INV-02259,PO-42309,TX-02259,CA01,2024,RE,100004,S004,2024-02-12,2024-02-13,2024-03-13,2024-03-09,2024-03-09,PAY6634992,19915.12,CAD,Paid,Net 30,0
INV-01637,PO-52869,TX-01637,CA01,2025,RE,100033,S033,2025-06-21,2025-06-22,2025-07-21,,,,286945.01,CAD,Overdue,Net 30,0
INV-02268,PO-14895,TX-02268,CA01,2025,RE,100007,S007,2025-09-27,2025-09-28,2025-10-27,,,,29948.46,CAD,Pending,Net 30,0
INV-00715,PO-18180,TX-00715,CA01,2025,RE,100027,S027,2025-11-15,2025-11-17,2025-12-15,2025-12-13,2025-12-13,PAY6208622,19344.42,CAD,Paid,Net 30,0
INV-00049,PO-84177,TX-00049,CA01,2024,RE,100024,S024,2024-09-14,2024-09-16,2024-10-14,2024-10-13,2024-10-13,PAY6604875,10596.43,CAD,Paid,Net 30,0
INV-00721,PO-56570,TX-00721,CA01,2025,RE,100038,S038,2025-11-12,2025-11-12,2025-12-12,,,,36068.97,CAD,Overdue,Net 30,0
INV-00142,PO-76910,TX-00142,CA01,2024,RE,100039,S039,2024-11-28,2024-11-28,2025-01-12,2025-01-07,2025-01-07,PAY6603869,18753.33,CAD,Paid,Net 45,0
INV-01201,PO-58705,TX-01201,CA01,2025,RE,100035,S035,2025-01-14,2025-01-16,2025-02-28,2025-02-24,2025-02-24,PAY6681433,134808.11,CAD,Paid,Net 45,0
INV-01562,PO-92958,TX-01562,CA01,2023,RE,100038,S038,2023-06-23,2023-06-25,2023-07-23,2023-07-22,2023-07-22,PAY6680663,8758.94,CAD,Paid,Net 30,0
INV-01387,PO-33642,TX-01387,CA01,2025,RE,100034,S034,2025-09-22,2025-09-24,2025-11-06,2025-11-04,2025-11-04,PAY6564593,102577.37,CAD,Paid,Net 45,0
INV-01568,PO-98894,TX-01568,CA01,2025,RE,100032,S032,2025-10-29,2025-10-30,2025-12-28,2025-12-28,2025-12-28,PAY6183017,216150.75,CAD,Paid,Net 60,0
INV-00297,PO-31802,TX-00297,CA01,2023,RE,100003,S003,2023-06-30,2023-07-01,2023-07-15,2023-07-12,2023-07-12,PAY6818213,3556.26,CAD,Paid,Net 15,0
INV-01553,PO-63015,TX-01553,CA01,2023,RE,100026,S026,2023-06-23,2023-06-25,2023-07-23,,,,68264.8,CAD,Pending,Net 30,0
INV-02265,PO-18398,TX-02265,CA01,2025,RE,100034,S034,2025-06-15,2025-06-16,2025-07-30,,,,55826.2,CAD,Pending,Net 45,0
INV-01826,PO-20316,TX-01826,CA01,2024,RE,100032,S032,2024-09-02,2024-09-03,2024-11-01,2024-10-31,2024-10-31,PAY6298433,24883.86,CAD,Paid,Net 60,0
INV-02189,PO-22763,TX-02189,CA01,2025,RE,100034,S034,2025-05-10,2025-05-10,2025-06-24,2025-06-19,2025-06-19,PAY6372358,127698.36,CAD,Paid,Net 45,0
INV-01305,PO-30760,TX-01305,CA01,2024,RE,100001,S001,2024-12-16,2024-12-18,2025-01-15,2025-01-13,2025-01-13,PAY6340881,28351.84,CAD,Paid,Net 30,0
INV-01185,PO-36013,TX-01185,CA01,2025,RE,100031,S031,2025-06-19,2025-06-21,2025-08-03,2025-07-29,2025-07-29,PAY6705893,44346.52,CAD,Paid,Net 45,0
INV-01050,PO-39829,TX-01050,CA01,2025,RE,100004,S004,2025-11-16,2025-11-17,2025-12-16,2025-12-12,2025-12-12,PAY6535239,84825.77,CAD,Paid,Net 30,0
INV-00064,PO-29887,TX-00064,CA01,2023,RE,100026,S026,2023-05-20,2023-05-22,2023-06-19,,,,8291.6,CAD,Pending,Net 30,0
INV-02092,PO-46101,TX-02092,CA01,2023,RE,100002,S002,2023-08-14,2023-08-14,2023-09-13,,,,20196.8,CAD,Overdue,Net 30,0
INV-01364,PO-62312,TX-01364,CA01,2024,RE,100004,S004,2024-05-28,2024-05-28,2024-06-27,2024-06-26,2024-06-26,PAY6511174,47369.24,CAD,Paid,Net 30,0
INV-00674,PO-52312,TX-00674,CA01,2025,RE,100032,S032,2025-01-10,2025-01-10,2025-03-11,2025-03-06,2025-03-06,PAY6812378,68974.39,CAD,Paid,Net 60,0
INV-01866,PO-61768,TX-01866,CA01,2024,RE,100006,S006,2024-10-30,2024-11-01,2024-12-14,2024-12-12,2024-12-12,PAY6772303,178835.16,CAD,Paid,Net 45,0
INV-02320,PO-59972,TX-02320,CA01,2024,RE,100004,S004,2024-05-16,2024-05-18,2024-06-15,2024-06-10,2024-06-10,PAY6468640,29279.4,CAD,Paid,Net 30,0
INV-01407,PO-82416,TX-01407,CA01,2024,RE,100001,S001,2024-02-12,2024-02-14,2024-03-13,2024-03-13,2024-03-13,PAY6932847,43243.16,CAD,Paid,Net 30,0
INV-01235,PO-60224,TX-01235,CA01,2024,RE,100030,S030,2024-11-16,2024-11-18,2024-12-16,2024-12-15,2024-12-15,PAY6082216,27495.91,CAD,Paid,Net 30,0
INV-00237,PO-30078,TX-00237,CA01,2024,RE,100031,S031,2024-09-01,2024-09-03,2024-10-16,2024-10-14,2024-10-14,PAY6399581,61234.45,CAD,Paid,Net 45,0
INV-00416,PO-77698,TX-00416,CA01,2024,RE,100008,S008,2024-03-12,2024-03-12,2024-04-11,,,,98415.29,CAD,Pending,Net 30,0
INV-02198,PO-15619,TX-02198,CA01,2024,RE,100028,S028,2024-11-12,2024-11-13,2024-12-27,2024-12-26,2024-12-26,PAY6643473,17981.02,CAD,Paid,Net 45,0
INV-01372,PO-45412,TX-01372,CA01,2025,RE,100004,S004,2025-12-02,2025-12-02,2026-01-01,,,,2842.52,CAD,Pending,Net 30,0
INV-01499,PO-58660,TX-01499,CA01,2024,RE,100034,S034,2024-08-24,2024-08-26,2024-10-08,2024-10-03,2024-10-03,PAY6300441,35292.88,CAD,Paid,Net 45,0
INV-00426,PO-83591,TX-00426,CA01,2023,RE,100034,S034,2023-08-04,2023-08-04,2023-09-18,2023-09-16,2023-09-16,PAY6486279,28484.71,CAD,Paid,Net 45,0
INV-01306,PO-57826,TX-01306,CA01,2023,RE,100031,S031,2023-03-04,2023-03-06,2023-04-18,2023-04-15,2023-04-15,PAY6662398,173234.44,CAD,Paid,Net 45,0
INV-02072,PO-29631,TX-02072,CA01,2025,RE,100040,S040,2025-02-02,2025-02-04,2025-04-03,2025-04-01,2025-04-01,PAY6151884,12460.98,CAD,Paid,Net 60,0
INV-01834,PO-37165,TX-01834,CA01,2025,RE,100005,S005,2025-03-26,2025-03-26,2025-04-25,2025-04-23,2025-04-23,PAY6910434,35344.23,CAD,Paid,Net 30,0
INV-00861,PO-59510,TX-00861,CA01,2023,RE,100039,S039,2023-02-12,2023-02-14,2023-03-29,,,,42433.79,CAD,Overdue,Net 45,0
INV-01801,PO-99591,TX-01801,CA01,2024,RE,100039,S039,2024-12-09,2024-12-10,2025-01-23,,,,40650.42,CAD,Overdue,Net 45,0
INV-01329,PO-93480,TX-01329,CA01,2024,RE,100026,S026,2024-10-19,2024-10-21,2024-11-18,2024-11-16,2024-11-16,PAY6175715,106418.78,CAD,Paid,Net 30,0
INV-00974,PO-10273,TX-00974,CA01,2024,RE,100038,S038,2024-08-04,2024-08-05,2024-09-03,2024-08-30,2024-08-30,PAY6671697,19171.55,CAD,Paid,Net 30,0
INV-02170,PO-59866,TX-02170,CA01,2024,RE,100027,S027,2024-01-21,2024-01-22,2024-02-20,2024-02-18,2024-02-18,PAY6846952,7617.65,CAD,Paid,Net 30,0
INV-01096,PO-49728,TX-01096,CA01,2024,RE,100032,S032,2024-02-13,2024-02-15,2024-04-13,,,,31901.2,CAD,Pending,Net 60,0
INV-01087,PO-75984,TX-01087,CA01,2025,RE,100005,S005,2025-07-14,2025-07-14,2025-08-13,2025-08-10,2025-08-10,PAY6973672,23988.21,CAD,Paid,Net 30,0
INV-01182,PO-74493,TX-01182,CA01,2024,RE,100003,S003,2024-01-22,2024-01-23,2024-02-06,2024-02-06,2024-02-06,PAY6353777,772.76,CAD,Paid,Net 15,0
INV-00695,PO-78233,TX-00695,CA01,2023,RE,100003,S003,2023-07-05,2023-07-05,2023-07-20,2023-07-17,2023-07-17,PAY6442306,29370.43,CAD,Paid,Net 15,0
INV-00943,PO-26920,TX-00943,CA01,2024,RE,100037,S037,2024-08-03,2024-08-04,2024-09-02,,,,16187.73,CAD,Overdue,Net 30,0
INV-01913,PO-57360,TX-01913,CA01,2025,RE,100026,S026,2025-03-06,2025-03-08,2025-04-05,2025-04-05,2025-04-05,PAY6661938,16436.4,CAD,Paid,Net 30,0
INV-01485,PO-35465,TX-01485,CA01,2023,RE,100001,S001,2023-11-10,2023-11-12,2023-12-10,2023-12-05,2023-12-05,PAY6642053,7522.27,CAD,Paid,Net 30,0
INV-DUP-011,PO-38277,TX-DUP-011,CA01,2023,RE,100036,S036,2023-06-06,2023-06-07,2023-07-06,,,,1328.57,CAD,Pending,Net 30,0
INV-02286,PO-83359,TX-02286,CA01,2024,RE,100037,S037,2024-07-10,2024-07-12,2024-08-09,2024-08-05,2024-08-05,PAY6599405,80188.13,CAD,Paid,Net 30,0
INV-01710,PO-44274,TX-01710,CA01,2025,RE,100025,S025,2025-12-01,2025-12-02,2025-12-31,2025-12-27,2025-12-27,PAY6424434,8705.45,CAD,Paid,Net 30,0
INV-01840,PO-44818,TX-01840,CA01,2023,RE,100024,S024,2023-01-23,2023-01-25,2023-02-22,2023-02-18,2023-02-18,PAY6890136,13869.16,CAD,Paid,Net 30,0
INV-01233,PO-28961,TX-01233,CA01,2023,RE,100030,S030,2023-05-23,2023-05-23,2023-06-22,,,,11493.22,CAD,Pending,Net 30,0
INV-02278,PO-13595,TX-02278,CA01,2023,RE,100007,S007,2023-04-29,2023-05-01,2023-05-29,2023-05-29,2023-05-29,PAY6951135,139243.98,CAD,Paid,Net 30,0
INV-00474,PO-26150,TX-00474,CA01,2024,RE,100027,S027,2024-11-27,2024-11-27,2024-12-27,,,,10827.41,CAD,Pending,Net 30,0
INV-01794,PO-23871,TX-01794,CA01,2025,RE,100037,S037,2025-08-08,2025-08-10,2025-09-07,,,,38732.93,CAD,Overdue,Net 30,0
INV-01005,PO-89032,TX-01005,CA01,2024,RE,100034,S034,2024-02-07,2024-02-07,2024-03-23,2024-03-20,2024-03-20,PAY6074809,200312.38,CAD,Paid,Net 45,0
INV-00874,PO-33066,TX-00874,CA01,2024,RE,100032,S032,2024-06-15,2024-06-17,2024-08-14,,,,128442.24,CAD,Pending,Net 60,0
INV-00338,PO-82534,TX-00338,CA01,2023,RE,100039,S039,2023-10-21,2023-10-21,2023-12-05,,,,17261.48,CAD,Pending,Net 45,0
INV-00152,PO-43029,TX-00152,CA01,2024,RE,100040,S040,2024-11-23,2024-11-24,2025-01-22,,,,1193.71,CAD,Pending,Net 60,0
INV-00442,PO-15992,TX-00442,CA01,2025,RE,100032,S032,2025-03-01,2025-03-02,2025-04-30,2025-04-29,2025-04-29,PAY6082954,91805.47,CAD,Paid,Net 60,0
INV-00972,PO-25432,TX-00972,CA01,2025,RE,100038,S038,2025-01-27,2025-01-27,2025-02-26,2025-02-22,2025-02-22,PAY6169868,4562.86,CAD,Paid,Net 30,0
INV-01072,PO-67373,TX-01072,CA01,2025,RE,100006,S006,2025-08-08,2025-08-10,2025-09-22,2025-09-22,2025-09-22,PAY6360317,19128.5,CAD,Paid,Net 45,0
INV-01587,PO-36186,TX-01587,CA01,2025,RE,100024,S024,2025-01-29,2025-01-29,2025-02-28,2025-02-23,2025-02-23,PAY6239303,4038.22,CAD,Paid,Net 30,0
INV-01676,PO-35543,TX-01676,CA01,2025,RE,100027,S027,2025-03-28,2025-03-30,2025-04-27,2025-04-24,2025-04-24,PAY6328709,177720.85,CAD,Paid,Net 30,0
INV-02073,PO-48291,TX-02073,CA01,2023,RE,100035,S035,2023-08-30,2023-08-31,2023-10-14,2023-10-10,2023-10-10,PAY6332270,123317.95,CAD,Paid,Net 45,0
INV-02022,PO-84581,TX-02022,CA01,2024,RE,100037,S037,2024-05-24,2024-05-26,2024-06-23,,,,4512.9,CAD,Overdue,Net 30,0
INV-02026,PO-90790,TX-02026,CA01,2025,RE,100034,S034,2025-04-24,2025-04-25,2025-06-08,2025-06-06,2025-06-06,PAY6684733,81570.6,CAD,Paid,Net 45,0
INV-01783,PO-20888,TX-01783,CA01,2024,RE,100038,S038,2024-02-09,2024-02-11,2024-03-10,2024-03-07,2024-03-07,PAY6305509,33465.09,CAD,Paid,Net 30,0
INV-01090,PO-51620,TX-01090,CA01,2025,RE,100002,S002,2025-07-04,2025-07-06,2025-08-03,2025-08-03,2025-08-03,PAY6744943,22765.68,CAD,Paid,Net 30,0
INV-02115,PO-83580,TX-02115,CA01,2023,RE,100036,S036,2023-08-18,2023-08-20,2023-09-17,2023-09-16,2023-09-16,PAY6280465,70065.66,CAD,Paid,Net 30,0
INV-00827,PO-64000,TX-00827,CA01,2023,RE,100034,S034,2023-10-13,2023-10-13,2023-11-27,2023-11-26,2023-11-26,PAY6634792,62068.62,CAD,Paid,Net 45,0
INV-01271,PO-93914,TX-01271,CA01,2023,RE,100009,S009,2023-03-25,2023-03-25,2023-04-24,2023-04-23,2023-04-23,PAY6675958,129771.87,CAD,Paid,Net 30,0
INV-01708,PO-29054,TX-01708,CA01,2024,RE,100004,S004,2024-03-27,2024-03-28,2024-04-26,2024-04-24,2024-04-24,PAY6414664,5971.07,CAD,Paid,Net 30,0
INV-00499,PO-67047,TX-00499,CA01,2023,RE,100029,S029,2023-08-06,2023-08-07,2023-09-05,,,,3717.61,CAD,Pending,Net 30,0
INV-02295,PO-44854,TX-02295,CA01,2023,RE,100039,S039,2023-09-21,2023-09-21,2023-11-05,,,,1937.91,CAD,Pending,Net 45,0
INV-00414,PO-39878,TX-00414,CA01,2024,RE,100003,S003,2024-09-14,2024-09-15,2024-09-29,2024-09-26,2024-09-26,PAY6284424,26262.63,CAD,Paid,Net 15,0
INV-00151,PO-98984,TX-00151,CA01,2023,RE,100040,S040,2023-11-23,2023-11-23,2024-01-22,,,,64596.78,CAD,Overdue,Net 60,0
INV-00630,PO-20819,TX-00630,CA01,2024,RE,100008,S008,2024-08-18,2024-08-20,2024-09-17,2024-09-13,2024-09-13,PAY6930812,39176.38,CAD,Paid,Net 30,0
INV-00307,PO-52727,TX-00307,CA01,2023,RE,100025,S025,2023-05-13,2023-05-14,2023-06-12,2023-06-09,2023-06-09,PAY6466509,10603.08,CAD,Paid,Net 30,0
INV-01539,PO-40710,TX-01539,CA01,2024,RE,100033,S033,2024-11-26,2024-11-27,2024-12-26,2024-12-25,2024-12-25,PAY6818910,111128.61,CAD,Paid,Net 30,0
INV-02283,PO-32619,TX-02283,CA01,2025,RE,100029,S029,2025-11-06,2025-11-06,2025-12-06,2025-12-04,2025-12-04,PAY6904718,7224.96,CAD,Paid,Net 30,0
INV-00279,PO-90460,TX-00279,CA01,2025,RE,100033,S033,2025-06-18,2025-06-19,2025-07-18,2025-07-13,2025-07-13,PAY6984371,7168.63,CAD,Paid,Net 30,0
INV-00197,PO-75278,TX-00197,CA01,2024,RE,100040,S040,2024-06-30,2024-07-01,2024-08-29,,,,51354.04,CAD,Overdue,Net 60,0
INV-01017,PO-59998,TX-01017,CA01,2023,RE,100034,S034,2023-08-02,2023-08-04,2023-09-16,2023-09-15,2023-09-15,PAY6380805,203092.31,CAD,Paid,Net 45,0
INV-01336,PO-85660,TX-01336,CA01,2023,RE,100025,S025,2023-05-23,2023-05-24,2023-06-22,2023-06-22,2023-06-22,PAY6784225,1324.95,CAD,Paid,Net 30,0
INV-01970,PO-11112,TX-01970,CA01,2023,RE,100006,S006,2023-06-22,2023-06-24,2023-08-06,2023-08-03,2023-08-03,PAY6615429,4126.93,CAD,Paid,Net 45,0
INV-00146,PO-46002,TX-00146,CA01,2025,RE,100035,S035,2025-06-24,2025-06-24,2025-08-08,,,,15512.76,CAD,Overdue,Net 45,0
INV-00031,PO-41979,TX-00031,CA01,2024,RE,100026,S026,2024-02-08,2024-02-09,2024-03-09,2024-03-07,2024-03-07,PAY6546240,74723.2,CAD,Paid,Net 30,0
INV-01937,PO-11146,TX-01937,CA01,2025,RE,100040,S040,2025-01-27,2025-01-29,2025-03-28,2025-03-23,2025-03-23,PAY6472161,26345.54,CAD,Paid,Net 60,0
INV-01560,PO-64664,TX-01560,CA01,2023,RE,100035,S035,2023-02-24,2023-02-24,2023-04-10,2023-04-09,2023-04-09,PAY6434098,32178.99,CAD,Paid,Net 45,0
INV-01535,PO-14436,TX-01535,CA01,2024,RE,100027,S027,2024-10-29,2024-10-30,2024-11-28,2024-11-26,2024-11-26,PAY6175445,26406.01,CAD,Paid,Net 30,0
INV-02018,PO-80950,TX-02018,CA01,2024,RE,100008,S008,2024-07-22,2024-07-22,2024-08-21,2024-08-16,2024-08-16,PAY6192818,64488.24,CAD,Paid,Net 30,0
INV-01509,PO-27953,TX-01509,CA01,2025,RE,100017,S017,2025-09-05,2025-09-06,2025-10-05,,,,51539.03,CAD,Pending,Net 30,0
INV-01774,PO-90258,TX-01774,CA01,2023,RE,100006,S006,2023-10-02,2023-10-02,2023-11-16,,,,114671.54,CAD,Overdue,Net 45,0
INV-00281,PO-19634,TX-00281,CA01,2025,RE,100039,S039,2025-02-22,2025-02-22,2025-04-08,2025-04-08,2025-04-08,PAY6895706,6592.25,CAD,Paid,Net 45,0
INV-00002,PO-17455,TX-00002,CA01,2025,RE,100033,S033,2025-09-09,2025-09-11,2025-10-09,2025-10-09,2025-10-09,PAY6024223,135253.64,CAD,Paid,Net 30,0
INV-00978,PO-68077,TX-00978,CA01,2025,RE,100039,S039,2025-03-25,2025-03-25,2025-05-09,2025-05-06,2025-05-06,PAY6131113,2956.27,CAD,Paid,Net 45,0
INV-00124,PO-22463,TX-00124,CA01,2025,RE,100039,S039,2025-05-04,2025-05-05,2025-06-18,2025-06-16,2025-06-16,PAY6763124,16732.67,CAD,Paid,Net 45,0
INV-00379,PO-79951,TX-00379,CA01,2024,RE,100040,S040,2024-04-24,2024-04-25,2024-06-23,2024-06-22,2024-06-22,PAY6246024,25505.23,CAD,Paid,Net 60,0
INV-00733,PO-93568,TX-00733,CA01,2025,RE,100036,S036,2025-04-28,2025-04-30,2025-05-28,2025-05-27,2025-05-27,PAY6694180,35731.3,CAD,Paid,Net 30,0
INV-01018,PO-91789,TX-01018,CA01,2025,RE,100038,S038,2025-04-22,2025-04-23,2025-05-22,2025-05-18,2025-05-18,PAY6263871,15266.76,CAD,Paid,Net 30,0
INV-01121,PO-13365,TX-01121,CA01,2025,RE,100004,S004,2025-04-09,2025-04-10,2025-05-09,,,,59141.73,CAD,Pending,Net 30,0
INV-00924,PO-84519,TX-00924,CA01,2024,RE,100032,S032,2024-09-12,2024-09-13,2024-11-11,,,,234337.29,CAD,Pending,Net 60,0
INV-00658,PO-78242,TX-00658,CA01,2025,RE,100006,S006,2025-12-12,2025-12-12,2026-01-26,2026-01-25,2026-01-25,PAY6986120,140089.28,CAD,Paid,Net 45,0
INV-01211,PO-48252,TX-01211,CA01,2023,RE,100033,S033,2023-09-06,2023-09-06,2023-10-06,2023-10-03,2023-10-03,PAY6780009,10930.53,CAD,Paid,Net 30,0
INV-02294,PO-41871,TX-02294,CA01,2023,RE,100033,S033,2023-10-21,2023-10-22,2023-11-20,,,,56618.9,CAD,Overdue,Net 30,0
INV-01214,PO-56593,TX-01214,CA01,2024,RE,100032,S032,2024-08-31,2024-09-02,2024-10-30,2024-10-30,2024-10-30,PAY6734733,20403.6,CAD,Paid,Net 60,0
INV-00770,PO-37277,TX-00770,CA01,2025,RE,100027,S027,2025-11-07,2025-11-07,2025-12-07,2025-12-06,2025-12-06,PAY6786159,48741.26,CAD,Paid,Net 30,0
INV-01181,PO-24046,TX-01181,CA01,2023,RE,100026,S026,2023-01-14,2023-01-16,2023-02-13,2023-02-09,2023-02-09,PAY6083953,36791.77,CAD,Paid,Net 30,0
INV-01572,PO-54642,TX-01572,CA01,2025,RE,100039,S039,2025-03-08,2025-03-09,2025-04-22,2025-04-19,2025-04-19,PAY6220800,27962.01,CAD,Paid,Net 45,0
INV-01374,PO-77667,TX-01374,CA01,2025,RE,100001,S001,2025-11-13,2025-11-14,2025-12-13,2025-12-08,2025-12-08,PAY6175018,4303.4,CAD,Paid,Net 30,0
INV-01167,PO-98842,TX-01167,CA01,2023,RE,100031,S031,2023-12-22,2023-12-22,2024-02-05,2024-02-02,2024-02-02,PAY6416332,147452.52,CAD,Paid,Net 45,0
INV-01745,PO-65422,TX-01745,CA01,2023,RE,100038,S038,2023-10-22,2023-10-23,2023-11-21,2023-11-18,2023-11-18,PAY6108013,38595.84,CAD,Paid,Net 30,0
INV-01474,PO-48132,TX-01474,CA01,2025,RE,100036,S036,2025-10-03,2025-10-03,2025-11-02,,,,70224.67,CAD,Pending,Net 30,0
INV-00878,PO-53160,TX-00878,CA01,2024,RE,100034,S034,2024-05-03,2024-05-04,2024-06-17,,,,243907.88,CAD,Overdue,Net 45,0
INV-00676,PO-37400,TX-00676,CA01,2024,RE,100027,S027,2024-07-19,2024-07-20,2024-08-18,,,,25698.06,CAD,Pending,Net 30,0
INV-02212,PO-69450,TX-02212,CA01,2025,RE,100037,S037,2025-11-18,2025-11-18,2025-12-18,2025-12-15,2025-12-15,PAY6100195,114179.47,CAD,Paid,Net 30,0
INV-01379,PO-90892,TX-01379,CA01,2024,RE,100017,S017,2024-06-18,2024-06-18,2024-07-18,,,,93180.44,CAD,Pending,Net 30,0
INV-01504,PO-65858,TX-01504,CA01,2023,RE,100025,S025,2023-02-04,2023-02-04,2023-03-06,,,,6576.49,CAD,Overdue,Net 30,0
INV-01923,PO-52215,TX-01923,CA01,2025,RE,100032,S032,2025-10-04,2025-10-05,2025-12-03,2025-11-30,2025-11-30,PAY6066891,205213.34,CAD,Paid,Net 60,0
INV-02135,PO-72707,TX-02135,CA01,2023,RE,100033,S033,2023-03-26,2023-03-27,2023-04-25,2023-04-22,2023-04-22,PAY6982299,363151.12,CAD,Paid,Net 30,0
INV-00549,PO-98345,TX-00549,CA01,2025,RE,100024,S024,2025-11-16,2025-11-18,2025-12-16,,,,2841.19,CAD,Pending,Net 30,0
INV-00877,PO-86076,TX-00877,CA01,2025,RE,100027,S027,2025-10-25,2025-10-25,2025-11-24,2025-11-24,2025-11-24,PAY6921374,124478.08,CAD,Paid,Net 30,0
INV-01644,PO-30002,TX-01644,CA01,2025,RE,100027,S027,2025-01-02,2025-01-03,2025-02-01,,,,104823.86,CAD,Pending,Net 30,0
INV-01759,PO-59966,TX-01759,CA01,2023,RE,100035,S035,2023-10-25,2023-10-26,2023-12-09,2023-12-09,2023-12-09,PAY6496171,187244.65,CAD,Paid,Net 45,0
INV-00138,PO-40161,TX-00138,CA01,2025,RE,100007,S007,2025-06-05,2025-06-05,2025-07-05,2025-07-01,2025-07-01,PAY6575074,21953.11,CAD,Paid,Net 30,0
INV-01454,PO-85999,TX-01454,CA01,2024,RE,100031,S031,2024-09-04,2024-09-06,2024-10-19,2024-10-18,2024-10-18,PAY6056440,30498.48,CAD,Paid,Net 45,0
INV-02300,PO-52102,TX-02300,CA01,2024,RE,100038,S038,2024-01-25,2024-01-25,2024-02-24,2024-02-19,2024-02-19,PAY6027645,8056.33,CAD,Paid,Net 30,0
INV-02398,PO-46267,TX-02398,CA01,2023,RE,100034,S034,2023-04-11,2023-04-13,2023-05-26,2023-05-24,2023-05-24,PAY6808382,20027.16,CAD,Paid,Net 45,0
INV-00149,PO-69050,TX-00149,CA01,2024,RE,100040,S040,2024-01-28,2024-01-29,2024-03-28,2024-03-28,2024-03-28,PAY6416297,31130.14,CAD,Paid,Net 60,0
INV-02368,PO-58627,TX-02368,CA01,2025,RE,100026,S026,2025-09-26,2025-09-28,2025-10-26,2025-10-24,2025-10-24,PAY6549435,25576.51,CAD,Paid,Net 30,0
INV-00515,PO-46780,TX-00515,CA01,2024,RE,100028,S028,2024-09-18,2024-09-19,2024-11-02,2024-10-29,2024-10-29,PAY6802156,14152.69,CAD,Paid,Net 45,0
